title,price,area,location,scraped_date,published_date,description,bedrooms,bathrooms
"Nhà riêng 30m2 x 5 tầng 4,8 tỷ tại Yên Bình, Yên Nghĩa","4,8 tỷ",30 m²,"Yên Nghĩa, Hà Đông",,,,,
"Chính chủ cần bán nhà phố vị trí đắc địa tại phố Xa La, gần bệnh viện 103, giảm giá bán gấp",Giá thỏa thuận,61 m²,"Phúc La, Hà Đông",,,,,
"Bán nhà Xa La Hà Đông phâ lô vỉa hè ô tô tránh nhau, ô tô vào nhà. DT 47m2 mặt tiền 4.5m nhà đẹp","15,8 tỷ",47 m²,"Phúc La, Hà Đông",14/01/2026,,,,
"F0 cần bán gấp 62m đất vàng đang kinh doanh Cafe, Oto đỗ cửa phố Nguyễn Văn Lộc,HĐ- LHCC:0927 113 ***","18,9 tỷ",62 m²,"Mỗ Lao, Hà Đông",,,,,
Nhận thông tin mở bán chung cư An Bình Homeland KĐT Geleximco. Booking chọn căn 0979 189 ***,Giá thỏa thuận,"68,1 m²","Dương Nội, Hà Đông",14/01/2026,,,,
"Chỉ với 8,6 tỷ cơ hội sở hữu ngay căn hộ 3 phòng ngủ tại Mulberry Lane LH ngay","8,6 tỷ","·116,3 m²","Mỗ Lao, Hà Đông",17/01/2026,,,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
"Chỉ 21 tỷ biệt thự Geleximco Lê Trọng Tấn 120m2-6m mặt tiền, full nội thất có sân vườn, 3 oto tránh",21 tỷ,120 m²,"Dương Nội, Hà Đông",13/01/2026,,,,
"Cập nhật quỹ căn chuyển nhượng tháng 1/2026, giá từ 37 tỷ. LH: 0983 983 ***","37,5 tỷ",189 m²,"Dương Nội, Hà Đông",,,,,
Chính chủ nhờ bán nhà phân lô Đa Sỹ_Mặt tiền 6m_Ô tô chạy ầm ầm_Kinh doanh_Cho thuê văn phòng_81 m2,"19,9 tỷ",81 m²,"Kiến Hưng, Hà Đông",,,,,
"Cực hiếm! Bán nhà Mỗ Lao - Văn Quán ngay ga tàu Văn Quán, 36m2 ngõ ô tô thông, giá chỉ hơn 10 tỷ","10,5 tỷ",36 m²,"Mỗ Lao, Hà Đông",,,,,
"Bán nhà Mỗ Lao Văn Quán gần Cầu Trắng, sát ga tàu điện trên cao | DT 51m2, 4 tầng, giá 7,35 tỷ","7,35 tỷ",51 m²,"Mỗ Lao, Hà Đông",,,,,
Bán liền kề B1.4 Lk 28 - 02 KĐT Thanh Hà Cienco 5 - Hà Dông - Hà Nội,"10,9 tỷ",100 m²,"Kiến Hưng, Hà Đông",,,,,
"Gấp! Tôi cần bán nhanh biệt thự tại Solasta Mansion Dương Nội, 27 tỷ, 170m2, vị trí trung tâm dự án",27 tỷ,170 m²,"Dương Nội, Hà Đông",,,,,
"Chính chủ thiện chí bán biệt thự An Vượng Villa 180m2 view hồ Thiên Văn Học, giá 38 tỷ",38 tỷ,180 m²,"Dương Nội, Hà Đông",,,,,
"Chính chủ bán Galaxy 3 Vạn Phúc, Hà Đông, 6T thang máy kinh doanh gần tòa Roman Tố Hữu, giá cực rẻ",32 tỷ,91 m²,"Vạn Phúc, Hà Đông",13/01/2026,,,,
"Hot: Mua nhà đón tết tại Mipec Kiến Hưng SĐCC 2PN, 3PN FULL ĐỒ - GIÁ TỐT NHẤT - GIAO DỊCH NHANH","4,65 tỷ","68,9 m²","Kiến Hưng, Hà Đông",13/01/2026,,,,
"Em thương bán 08 căn Mulberry Lane: 2PN, 3PN (giá cực tốt từ 7.6tỷ)","7,6 tỷ",114 m²,"Mỗ Lao, Hà Đông",13/01/2026,,,,
"Chính chủ bán 1PN, 1WC, 45m2 tại Tháp đôi Kepler Land, Mỗ Lao, Hà Đông, 4,7 tỷ, LH 0981 960 ***","4,7 tỷ",45 m²,"Mỗ Lao, Hà Đông",13/01/2026,,,,
"Bán đất đẹp Quang Trung gần ga Yên Nghĩa 35m2, vị trí đắc địa. Giá chỉ 4,2 tỷ","4,2 tỷ",35 m²,"Quang Trung, Hà Đông",,,,,
"Bán nhà 5 tầng, thang máy gần chợ Hà Đông ô tô đỗ cửa - kinh doanh nhỏ","12,3 tỷ",32 m²,"Quang Trung, Hà Đông",,,,,
"Bán nhà Lk Mỗ Lao, 45m2, 5 tầng, Ô tô tránh, kinh doanh, vỉa hè, đường rộng 30m, k lỗi,chỉ 17,4 tỷ","17,4 tỷ",40 m²,"Mỗ Lao, Hà Đông",,,,,
"Bán CC The Vesta, 67m2:, 2PN, 2WC, nội thất đầy đủ tại P Phú Lãm, Hà Đông, HN","4,4 tỷ",67 m²,"Phú Lãm, Hà Đông",,,,,
Quỹ căn chuẩn giá nét HPC Landmark cập nhật 24/7,"9,58 tỷ",143 m²,"La Khê, Hà Đông",13/01/2026,,,,
Quỹ căn giá siêu tốt Park Kiara Hà Nội giá chuẩn không ảo,Giá thỏa thuận,93 m²,"La Khê, Hà Đông",13/01/2026,,,,
"Cần bán gấp BT 225m2, MT 11m. Xây 4 tầng. Có thang máy. Chủ hạ chào 2 tỷ bán nhanh chỉ 35 tỷ",35 tỷ,225 m²,"Phú La, Hà Đông",13/01/2026,,,,
Bán biệt thự đơn lập 216m2 Le Jardin - KĐT ParkCity Hà Nội giá đầu tư. LH 0968 450 ***,62 tỷ,216 m²,"La Khê, Hà Đông",,,,,
"Chỉ với 8,6 tỷ cơ hội sở hữu ngay căn hộ 3 phòng ngủ tại Mulberry Lane LH ngay","8,6 tỷ","·116,3 m²","Mỗ Lao, Hà Đông",17/01/2026,,,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
"Bán 200m2 đất mặt phố Lê Trọng Tấn. Vị trí VIP. Duy nhất, giá cũng tốt nhất",Giá thỏa thuận,200 m²,"Dương Nội, Hà Đông",,,,,
CHÍNH CHỦ CẦN BÁN LIỀN KỀ THANH HÀ RẺ NHẤT KHU VỊ TRÍ ĐẸP ĐƯỜNG TO,"13,8 tỷ",100 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán CC Mulberry Lane, 10,x tỷ, 139m2, 4PN, 3WC ở Hà Đông, HN bao đẹp Hot! TÚ 0981 960 ***","10,8 tỷ",139 m²,"Mỗ Lao, Hà Đông",13/01/2026,,,,
"Giỏ hàng độc quyền căn hộ cao cấp An Bình Homeland-Geleximco, Lê Trọng Tấn, Dương Nội, Hà Đông",Giá thỏa thuận,"74,5 m²","Dương Nội, Hà Đông",13/01/2026,,,,
"Bán lô góc ngay chợ Hà Đông vuông 60m2 MT 5.2m, 4 tầng ô tô 11 tỷ nhỏ","11,2 tỷ",60 m²,"Hà Cầu, Hà Đông",,,,,
Quỹ căn chuyển nhượng đang bán RẺ nhất tại The Pride - Tố Hữu - Hà Đông,Giá thỏa thuận,75 m²,"La Khê, Hà Đông",12/1/2026,,,,
"Bán liền kề TT39 - 40 Văn Phú 75m² x 5 tầng ô góc Vị trí đẹp, ô tô tránh, kinh doanh tốt","20,3 tỷ",75 m²,"Phú La, Hà Đông",,,,,
"Chính chủ bán nhà riêng tại Ngô Quyền, Quang Trung, Hà Đông, Hà Nội, 30m2, oto đỗ cửa. thoáng",Giá thỏa thuận,30 m²,"Quang Trung, Hà Đông",,,,,
"Bán CC đẹp 63,2m2 tại Phúc La, Hà Đông, Hà Nội chỉ với 4,4 tỷ","4,4 tỷ","63,2 m²","Phúc La, Hà Đông",,,,,
BẢNG HÀNG HƠN 300 CĂN ĐỘC QUYỀN VIEW ĐẸP ĐƯỢC BOOKING Ở AN BÌNH HOMELAND GIÁ RẺ LH; 0931 982 ***,Giá thỏa thuận,68 m²,"Dương Nội, Hà Đông",,,,,
"Giá đầu tư chỉ 12,5 tỷ, bán gấp đất DV Đìa Lão, 50m2, MT 4m, kinh doanh, vỉa hè","12,5 tỷ",50 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán gấp nhà LK Vạn Phúc, 50m2, MT 5m, 7 tầng, view Him Lam hưởng trọn tiện ích, kinh doanh, 20 tỷ",20 tỷ,50 m²,"Vạn Phúc, Hà Đông",,,,,
"Bán đất Dv Vạn Phúc, 50m2, Mt 4m, kinh doanh, ô tô,view nhà văn hoá, không lỗi, giá đầu tư 14,8 tỷ","14,8 tỷ",50 m²,"Vạn Phúc, Hà Đông",,,,,
"Chính chủ bán đất Hoàng Văn Thụ, cạnh Aeon Mall Hà Đông, Phường Dương Nội","6,25 tỷ",50 m²,"Dương Nội, Hà Đông",,,,,
View vườn hoa - 10m ra MP Nguyễn Khuyến - siêu hiếm LK Văn Quán - giá đầu tư,"20,5 tỷ",82 m²,"Văn Quán, Hà Đông",12/1/2026,,,,
BÁN NHÀ MẶT PHỐ QUANG TRUNG HÀ ĐÔNG | DT 60M2 -VỈA HÈ KINH DOANH -CHỈ 32 TỶ,32 tỷ,60 m²,"Quang Trung, Hà Đông",,,,,
CHÍNH CHỦ BÁN NHÀ MẶT PHỐ QUANG TRUNG -HÀ ĐÔNG |DT 90M2 -MT 3.5M -GIÁ 45 TỶ,45 tỷ,90 m²,"Quang Trung, Hà Đông",,,,,
"MS Thu BĐS HN-C.O.L chuyên bán The Charm An Hưng, giá từ 5.3tỷ-9 tỷ, LH 0839 011 *** nhận bảng giá","5,3 tỷ","53,7 m²","La Khê, Hà Đông",,,,,
"Bán CC Yên Nghĩa, nhỉnh 4 tỷ, 86m2, Hà Đông, HN","4,95 tỷ",86 m²,"Yên Nghĩa, Hà Đông",,,,,
"Bán nhà ngõ Lê Trọng Tấn Hà Đông ,DT 32m, 5 tầng nhà mới có thang máy, ô tô đỗ cạnh nhà nhỉnh 8 tỷ",Giá thỏa thuận,35 m²,"La Khê, Hà Đông",12/1/2026,,,,
"Chỉ với 8,6 tỷ cơ hội sở hữu ngay căn hộ 3 phòng ngủ tại Mulberry Lane LH ngay","8,6 tỷ","·116,3 m²","Mỗ Lao, Hà Đông",17/01/2026,,,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
1 căn duy nhất 90m2 nhà 5 tầng full nội thất. Có thang máy. Đường 18m đang cho thuê 40 triệu,"25,5 tỷ",90 m²,"Phú La, Hà Đông",12/1/2026,,,,
"Bán nhà Văn Phú Quang Trung Hà Đông - 32m x 5T ngõ thông, gần oto giá nhỉnh 6 tỷ LHCC 097895910",7 tỷ,32 m²,"Phú La, Hà Đông",,,,,
Cập nhật quỹ căn hộ đang bán tại chung cư Usilk City mới nhất,"5,7 tỷ",79 m²,"La Khê, Hà Đông",11/1/2026,,,,
Tổng hợp các căn hộ đang bán 2PN 3PN từ 49-107m2 toà Xuân Mai Complex nhà đẹp giá rẻ. LH 0862 578 ***,Giá thỏa thuận,70 m²,"Yên Nghĩa, Hà Đông",11/1/2026,,,,
"Chuyên bán liền kề, biệt thự KĐT Văn Quán từ 16.5tỷ - 70 tỷ bảng hàng tháng 10/2025. LH: 0903 491 ***","16,5 tỷ",68 m²,"Phúc La, Hà Đông",11/1/2026,,,,
"Bán liền kề Văn Quán, mặt đường Nguyễn Sơn Hà cách Nguyễn Khuyến 100m, 82m2 23.5 tỷ 0903 491 ***","23,5 tỷ",82 m²,"Phúc La, Hà Đông",11/1/2026,,,,
"Bán liền kề Văn Quán, mặt đường Nguyễn Sơn Hà thông ra Phùng Hưng, 100m2*5T, 24 tỷ 0903 491 ***",24 tỷ,100 m²,"Phúc La, Hà Đông",11/1/2026,,,,
"Bán liền kề Văn Quán, lô góc, mặt phố 135m2*5T, TN - ĐN, đường xe bus chạy 37 tỷ TL, 0903 491 ***",37 tỷ,135 m²,"Phúc La, Hà Đông",11/1/2026,,,,
"Bán lô góc phố 19/5, kinh doanh tốt, đang cho thuê, gần vòng xuyến Nguyễn Khuyến, 40 tỷ 0903 491 ***",40 tỷ,100 m²,"Phúc La, Hà Đông",11/1/2026,,,,
"Bán nền Biệt Thự vị trí VIP chỉ từ 80 triệu/m2, Liền Kề chỉ từ 10tỷ/lô. Gọi ngay em Thủy 0983 430 ***",10 tỷ,100 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán nhà gần cầu Đen - Bà Triệu DT 34m2 - giá 6tỷ95, đường 3m, tiếp gíap KĐT Văn Quán","6,95 tỷ",34 m²,"Hà Cầu, Hà Đông",,,,,
Bán gấp trước Tết! Căn chung cư TSQ-Mỗ Lao - hoàn thiện đẹp-view triệu đô-172m2- bao giá rẻ - 1X tỷ,Giá thỏa thuận,172 m²,"Mỗ Lao, Hà Đông",11/1/2026,,,,
"CHÍNH CHỦ BÁN ĐẤU GIÁ MẬU LƯƠNG 60m2 XÂY 7 TẦNG CỰC HIẾM 12,8 tỷ","12,8 tỷ",60 m²,"Kiến Hưng, Hà Đông",11/1/2026,,,,
Bán liền kề Nam Cường 100m2 - 2 mặt đường to - hoàn thiện full 6 tầng - dòng tiền 65tr/tháng,24 tỷ,100 m²,"Yên Nghĩa, Hà Đông",11/1/2026,,,,
Quỹ căn 39 căn liền kề biệt thự mặt phố KĐT Văn Quán cần tìm chủ nhân giá từ 18.2 tỷ full nội thất,Giá thỏa thuận,78 m²,"Phúc La, Hà Đông",11/1/2026,,,,
"Bán nhà căn góc 5 tầng thang máy, full nội thất ngõ ô tô tránh - Cầu Am - Phố Lụa - ngã 4 Vạn Phúc","11,45 tỷ",33 m²,"Hà Cầu, Hà Đông",,,,,
"Bán Nhanh 83 Căn LK,BT KĐT Văn Phú Có 27 Căn Độc Quyền THANG MÁY DT 75, 90, 216, 240m","18,5 tỷ",90 m²,"Phú La, Hà Đông",11/1/2026,,,,
Ra mẫu căn hộ cao cấp siêu đẹp An Bình Geleximco lê trọng tấn cạnh aeon hà đông chỉ với giá 7xtr/m2,"5,11 tỷ","68,1 m²","Dương Nội, Hà Đông",,,,,
Cập nhật danh sách liền kề. biệt thự chuyển nhượng KĐT Văn Khê gửi bán: Liên hệ : 0984 524 ***,Giá thỏa thuận,83 m²,"La Khê, Hà Đông",10/1/2026,,,,
"Chính chủ bán nhà ngã 5 Hà Trì - Đa Sỹ - Hà Đông, 5 Tầng Kinh Doanh Tốt, Ô Tô Đỗ Cửa, Full Nội Thất","8,88 tỷ",32 m²,"Kiến Hưng, Hà Đông",,,,,
"Chỉ với 8,6 tỷ cơ hội sở hữu ngay căn hộ 3 phòng ngủ tại Mulberry Lane LH ngay","8,6 tỷ","·116,3 m²","Mỗ Lao, Hà Đông",17/01/2026,,,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
"Bán căn góc 3PN 112m View Hồ Văn Quán, Tầng Trung, Sổ lâu dài, Giá 9.x Tỷ, Chung cư Grand Sunlake",Giá thỏa thuận,112 m²,"Văn Quán, Hà Đông",,,,,
Cần bán gấp căn hộ 82m2 - Toà HH02 - tầng 16 Toà Tháp Kepler Hà Đông,"7,9 tỷ",82 m²,"Mỗ Lao, Hà Đông",,,,,
BÁN CĂN HỘ 1 NGỦ 47M2 THÁP HH01-HH02 DỰ ÁN KEPLER HÀ ĐÔNG,"4,7 tỷ",47 m²,"Mỗ Lao, Hà Đông",,,,,
Bán nhà 4 tầng 51m2 Mỗ Lao - Văn Quán ngõ thông bagac gần ô tô sát Hồ Gươm Plaza - Kepler Tower,"7,48 tỷ",51 m²,"Văn Quán, Hà Đông",,,,,
"Tổng hợp mới nhất quỹ căn hộ 1PN, 2PN, 3PN suất ngoại giao tòa HH01 & HH02 | LH em Thương","10,2 tỷ",103 m²,"Mỗ Lao, Hà Đông",9/1/2026,,,,
"Bán liền kề KĐT An Hưng 82,5m² x 4,5 tầng, đường 30m, gần UBND Dương Nội, Lê Quang Đạo","25,5 tỷ","82,5 m²","La Khê, Hà Đông",,,,,
Cập nhật quỹ căn Hyundai liên tục tại đây ạ - Em Đạt cư dân Hyundai,Giá thỏa thuận,136 m²,"Hà Cầu, Hà Đông",9/1/2026,,,,
"Bán nhà La khê, 31m2, 5 tầng, mặt tiền 4.05m , 20m ra đường phân lô vỉa hè oto tránh, 7.1tỉ","7,1 tỷ",31 m²,"La Khê, Hà Đông",,,,,
"Bán Nhà Mộ Lao, 31m2, 5 tầng, 3 ngủ đủ công năng, ngõ xe ba gác, 30m ra đường oto, 7.3 tỉ","7,3 tỷ",31 m²,"Mỗ Lao, Hà Đông",,,,,
"Bán CC 2PN, 2WC tại Anland Complex, 6,25 tỷ, 66,5 m2, La Khê, Hà Đông, HN","6,25 tỷ","66,5 m²","La Khê, Hà Đông",,,,,
"Bán 100m2, 150m2 đất mặt đường Lê Quang Đạo kéo dài, mặt tiền 8m và 12m, hàng hiếm, vị trí đắc địa",Giá thỏa thuận,150 m²,"Dương Nội, Hà Đông",8/1/2026,,,,
"Bán nhà mặt phố tại Trần Phú, Hà Đông, giá tốt, 50m2, 5 tầng, vỉa hè, kinh doanh, hàng hiếm.",25 tỷ,50 m²,"Văn Quán, Hà Đông",8/1/2026,,,,
NOXH Thanh Hà Cienco 5 chính thức khởi công,Giá thỏa thuận,70 m²,"Kiến Hưng, Hà Đông",,,,,
"Bán nhà Trần Phú Văn Quán, 35m2, 5 tầng, mặt tiền 6m, full nội thất, 1 nhà ra đường oto tránh","8,55 tỷ",35 m²,"Văn Quán, Hà Đông",,,,,
"Bán đất LK Lê Trọng Tấn Dương Nội, 50m2, MT 5m, view vườn hoa, vỉa hè 4m, đường 12m, 11.2 tỉ","11,2 tỷ",50 m²,"Dương Nội, Hà Đông",,,,,
"Chính chủ bán căn chung cư 3PN 97m2 tại CT2 full nội thất mới đẹp tại KĐT Văn Khê, Hà Đông","6,5 tỷ",97 m²,"La Khê, Hà Đông",,,,,
Bán nhà liền kề ngay KĐTXaLa- đường vỉ hè ô tô tránh 7 tầng thang máy-kinh doanh.0982 079 ***,"14,95 tỷ",40 m²,"Phúc La, Hà Đông",,,,,
"Chung cư BID Residence giá cực tốt 4xtr/m2, nội thất cơ bản, hơn 3 tỷ sở hữu căn 2PN - 0985 142 ***",Giá thỏa thuận,78 m²,"La Khê, Hà Đông",5/1/2026,,,,
"Bán nhanh biệt thự KĐT Xa La, 120m2*4T, vị trí vip, nhà siêu đẹp. Lh: 0968 851 ***",Giá thỏa thuận,120 m²,"Phúc La, Hà Đông",3/1/2026,,,,
"Chỉ với 8,6 tỷ cơ hội sở hữu ngay căn hộ 3 phòng ngủ tại Mulberry Lane LH ngay 0965 179 ***","8,6 tỷ","116,3 m²","Mỗ Lao, Hà Đông",17/01/2026,,,,
"Chỉ với 8,6 tỷ cơ hội sở hữu ngay căn hộ 3 phòng ngủ tại Mulberry Lane LH ngay","8,6 tỷ","·116,3 m²","Mỗ Lao, Hà Đông",17/01/2026,,,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
"Liền kề 144m2 * 6m, đường 8m, vỉa hè 2 bên 2.5m, ngay gần cổng vào, rộng, thoáng, xây ở, kinh doanh","26,49 tỷ",144 m²,"Dương Nội, Hà Đông",,,,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","110,8 m²","La Khê, Hà Đông",,,,,
MẶT PHỐ - ĐẤU GIÁ NGÔ THÌ NHẬM- TRUNG TÂM HÀ ĐÔNG-GIÁ TỐT NHẤT KHU VỰC,"17,5 tỷ",48 m²,"La Khê, Hà Đông",17/01/2026,,,,
Đường 20m Thang máy kinh doanh 20 tỷ Ngô thì nhậm Hà Đông,21 tỷ,45 m²,"Hà Cầu, Hà Đông",17/01/2026,,,,
LÊ HỒNG PHONG METRO CHỢ HÀ ĐÔNG 50m2 6 TẦNG 16 TỶ MẶT PHỐ KINH DOANH,16 tỷ,50 m²,"Hà Cầu, Hà Đông",17/01/2026,,,,
Hàng hiếm 85m2 Văn Phòng kinh doanh thuê 18xtr/1m2,"15,8 tỷ",85 m²,"Hà Cầu, Hà Đông",17/01/2026,,,,
NHÀ 4 TẦNG LK YÊN NGHĨA - HÀ ĐÔNG. KINH DOANH MỌI MẶT - OTO TRÁNH ĐỖ NGÀY ĐÊM.,"17,9 tỷ",85 m²,"Yên Nghĩa, Hà Đông",17/01/2026,,,,
TRỤC KINH DOANH KĐT VĂN PHÚ PHÂN LÔ Ô TÔ VỈA HÈ RỘNG . 77M NHỈNH 21 TỶ,"21,8 tỷ",77 m²,"Phú La, Hà Đông",,,,,
NHÀ ĐẸP ĐÓN TẾT LA KHÊ HÀ ĐÔNG PHÂN LÔ Ô TÔ QUA NHÀ LÔ GÓC HAI THOÁNG NỘI THẤT ĐẸP CẦN BÁN GẤP,10 tỷ,40 m²,"La Khê, Hà Đông",,,,,
"Bán căn 2 PN, 2WC. S= 62m2. Full đồ. Gía 4,X tỷ. Dự án chung cư HH2 Xuân Mai Complex Dương Nội",Giá thỏa thuận,62 m²,"Yên Nghĩa, Hà Đông",17/01/2026,,,,
"H.I.Ế.M CHỈ 6,XTỶ NHÀ 5 TẦNG YÊN PHÚC HÀ ĐÔNG,Ô TÔ ĐỖ GẦN, NHÀ XÂY CHẮC CHẮN, FULL NỘI THẤT Ở NGAY.",6 tỷ,30 m²,"Văn Quán, Hà Đông",,,,,
"Bán 2N2Vs 65m2 cc Xuân Mai , 3.8x nhà full đẹp như hình","4,38 triệu",65 m²,"Yên Nghĩa, Hà Đông",17/01/2026,,,,
GIA ĐÌNH EM BỎ PHỐ VỀ BIỂN CẦN BÁN CĂN HỘ 2PN2WC - TÒA XUÂN MAI COMPLEX - YÊN NGHĨA - HÀ ĐÔNG.,"4,3 tỷ",67 m²,"Yên Nghĩa, Hà Đông",17/01/2026,,,,
"Bán đất Biên Giang 42,9m2, giá 3,4 tỷ oto đỗ gần. LH 0989 462 ***","3,4 tỷ","42,9 m²","Biên Giang, Hà Đông",17/01/2026,,,,
"Bán đất 44.7m2, 2,5 tỷ tại Phú Mỹ, Biên Giang, Hà Đông, Hà Nội","2,5 tỷ","44,7 m²","Biên Giang, Hà Đông",17/01/2026,,,,
"BÁN NHÀ HÀ ĐÔNG gần PHỐ BÀ TRIỆU, 5 TẦNG, NỘI THẤT ĐỦ, THOÁNG SÁNG, TL SÂU ĐÓN TẾT","7,66 tỷ",34 m²,"Quang Trung, Hà Đông",,,,,
Bán gấp nhà mặt đường ô tô tránh - thang máy - Vạn Phúc gần Tố Hữu kinh doanh 52m² 5 tầng - 12.9tỷ,"12,9 tỷ",52 m²,"Vạn Phúc, Hà Đông",,,,,
"BÁN GẤP NHÀ HÀ ĐÔNG, NỘI THẤT ĐẸP, GẦN PHỐ CHỈ HƠN 5 TỶ BÁN NHANH ĐÓN TẾT- 0924 736 ***","5,5 tỷ",32 m²,"Phú Lãm, Hà Đông",,,,,
"Bán nhà Lê Trọng Tấn- Hà Đông, nhà thoáng trước sau, vị trí đẹp, full nội thất, ngay ngã 4 Văn Phú.","7,3 tỷ",30 m²,"La Khê, Hà Đông",,,,,
NHÀ MỚI PHÚ LƯƠNG HÀ ĐÔNG | NGÕ NÔNG GẦN PHỐ | GIÁ CHỈ 6.1 TỶ,"6,1 tỷ",35 m²,"Phú Lương, Hà Đông",,,,,
"Chỉ với 8,6 tỷ cơ hội sở hữu ngay căn hộ 3 phòng ngủ tại Mulberry Lane LH ngay","8,6 tỷ","·116,3 m²","Mỗ Lao, Hà Đông",17/01/2026,,,,
"Bán gấp CC 3PN 2WC tại CT5 Văn Khê, 6,8 tỷ, 110.8m2, Hà Đông, HN","6,8 tỷ","·110,8 m²","La Khê, Hà Đông",17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
,,,,17/01/2026,,,,
BÁN NHÀ -BẾ VĂN ĐÀM HÀ ĐÔNG HÀ- NỘI-5T DT 30M ĐƯỜNG ÔTÔ GẦN NHÀ CHỢ HĐ -HA ĐÔNG CHỈ 6 TỶ0328 517 ***,6 tỷ,30 m²,"Quang Trung, Hà Đông",,,,,
Bán nhà KĐT-Dương Nội-ĐH phenikaa- BV Nhi Hà Nội- 50m -5T - ôtô phân lô vỉ hè LHCC 0386 942 ***,9 tỷ,50 m²,"Yên Nghĩa, Hà Đông",,,,,
"Bán CC Xuân Mai Riverside, 6 tỷ, 82m2, 3PN, 2WC, nhà đẹp ở ngay, sẵn sổ , full nt","6,5 tỷ",82 m²,"Mỗ Lao, Hà Đông",,,,,
"(Căn góc, ảnh thật) bán CC Samsora Premier, 7.3 tỷ, 91m2, 3PN, 2WC, sẵn sổ, full nội thất","7,3 tỷ",91 m²,"Quang Trung, Hà Đông",,,,,
"(Bán gấp) CC GoldSilk Complex, 6.1 tỷ, 75m2, 2PN, 2WC, sẵn sổ, full nội thất","6,2 tỷ",75 m²,"Vạn Phúc, Hà Đông",,,,,
"Bán CC 2PN, 2WC tại Samsora Premier, 4.9 tỷ, 60m2, full nội thất","5,2 tỷ",60 m²,"Quang Trung, Hà Đông",,,,,
"Bán Nhà Đẹp Có Thang Máy Tại Ngô Quyền, Hà Đông 32m2 Giá Tốt Chỉ 10 Tỷ",10 tỷ,32 m²,"Quang Trung, Hà Đông",,,,,
"F0 100% nhà mặt phố thanh bình DT 35m2, 5 tầng 12.8 ty",12 tỷ,35 m²,"Mỗ Lao, Hà Đông",,,,,
"Chú em nhờ bán nhà ngay mỗ lao DT 50m2, 7 tầng thang máy giá 21ty",21 tỷ,50 m²,"Vạn Phúc, Hà Đông",,,,,
"Em bán khu D GELEXIMCO DT 160m2; 4 tầng, Mt 9m, 30ty 5",30 tỷ,160 m²,"Dương Nội, Hà Đông",,,,,
"Bán Nhà Đẹp tại Yên Nghĩa, Hà Đông 32m2 Chỉ 7 Tỷ",7 tỷ,32 m²,"Yên Nghĩa, Hà Đông",,,,,
Bán nhà riêng tại Yên Lộ Yên Nghĩa Hà Đông 36.5 m2 Giá Chỉ 6 Tỷ,6 tỷ,"36,5 m²","Yên Nghĩa, Hà Đông",,,,,
